duration_baseline,s2_q3_baseline,s3_q6_7_baseline,s3_q6_9_baseline,s3_q23_baseline,s3_q1_baseline,s6_q6_baseline,s6f_q3_baseline,forecast_ability_baseline,s6f_q4_baseline,air_worry_baseline,s7_q10_baseline,s7_q12_baseline,s7_q13_baseline,s7_q14_baseline,s7_q16_baseline,outside_total_hrs_baseline,work_total_hrs_baseline,s7_q33_baseline,s9_q4_3_1_baseline,main_news_Geo_baseline,s9_q5_3_7_baseline,s9_q5_3_12_baseline,s9_q5_3_0_baseline,s9_q5_field_count_baseline,s9_q5_4_1_baseline,s9_q7_field_count_baseline,s9_q7_1_1_baseline,s9_q7_3_1_baseline,dem_q1_baseline,dem_q3_baseline,dem_q4_baseline,dem_q5_baseline,dem_q6_baseline,yrs_educ_formal_baseline,dem_q8_baseline,dem_q9_baseline,dem_q14_baseline,dem_q22_baseline,dem_q24_baseline,dem_q25_baseline,dem_q30_baseline,asset_index_baseline,dem_q31_baseline,dem_q32_baseline,tehsil_n_baseline,epd_treatment_baseline,s3_q11v12_baseline_r_std,s3_q15v16_baseline_r_std,num_sources_known_baseline,high_error,hhid,dem_q7_baseline,pref_baseline,pref_endline,wtp_paqi,wtp_epd,wtp_dif
2880,28,0,0,40,4,worse than today,290,1.3601220846176147,70,0,4,2,1,2,1,5,14,1,0,1,0,0,0,1,1,1,Facebook,1,head of household,0,1,1,5,5,3,Owned,1,0,1,2,5,-0.06621140241622925,Earnings from trade,3,0,1,-2.2899768507980034,-0.32880223488740973,2,0,4017,Primary (1-5),1,0,180,220,-40
3341,40,0,1,50,4,worse than today,300,0.2687225043773651,100,1,0,2,2,2,2,0,9,1,0,0,0,0,0,2,0,0,WhatsApp,0,head of household,0,1,0,3,8,1,Owned,1,1,1,3,4,0.685176432132721,Daily labour,2,0,1,0.5258958465495415,1.6207331401087366,1,0,3005,Middle (6-8),0,0,250,250,0
3264,35,0,0,50,4,about the same as today,296,0.25180619955062866,100,0,1,2,2,1,1,8.666666030883789,8.333333015441895,0,0,1,0,0,1,1,1,0,WhatsApp,0,head of household,0,1,1,3,10,1,Owned,0,0,1,2,4,-0.8175992965698242,Earnings from trade,3,0,1,-0.4127283858996401,-0.32880223488740973,1,0,2003,Secondary/Matric,1,0,200,200,0
2500,40,0,0,50,4,about the same as today,296,0.1472868174314499,100,1,2,2,2,2,2,11.5,9,1,0,0,0,0,1,1,1,0,WhatsApp,0,head of household,0,1,0,3,12,2,Owned,1,0,2,3,3,-0.8175992965698242,Earnings from trade,2,0,1,-0.4127283858996401,-0.32880223488740973,1,0,1008,Intermediate,1,0,230,230,0
2526,21,0,0,50,4,better than today,302,0.1705426424741745,80,0,3,2,2,1,1,2,13,1,0,0,0,0,1,1,1,2,WhatsApp,0,son of household head,1,1,1,2,3,2,Owned,1,0,0,2,2,-0.8175992965698242,Daily labour,4,0,1,0.5258958465495415,0.6459654526106634,1,0,5019,Primary (1-5),0,0,210,240,-30
2629,52,0,0,50,1,about the same as today,300,0.1627907007932663,90,0,3,1,1,1,1,8,8,0,0,0,0,1,0,1,0,0,WhatsApp,0,head of household,0,1,0,3,10,2,Owned,0,0,2,2,3,-1.5689871311187744,Earnings from trade,3,0,1,-0.4127283858996401,-0.32880223488740973,0,0,2009,Secondary/Matric,1,0,300,300,0
2447,28,0,0,0,4,about the same as today,304,0.2856387794017792,80,0,4,1,2,1,1,1.5,13.5,1,0,0,0,1,0,2,0,0,WhatsApp,0,son of household head,1,1,0,3,3,1,Owned,1,0,1,1,2,0.685176432132721,Daily labour,3,0,1,0.5258958465495415,0.6459654526106634,2,0,5008,Primary (1-5),0,0,200,240,-40
2630,45,0,0,40,4,better than today,260,0.099559485912323,70,1,2,4,4,2,4,12,0,1,0,0,0,0,1,1,1,0,WhatsApp,0,son of household head,1,1,1,3,0,1,Owned,1,0,2,2,4,-0.8175992965698242,Earnings from trade,3,0,1,1.464520078998723,1.6207331401087366,1,0,6008,Other,0,0,310,350,-40
3188,30,0,1,30,4,about the same as today,300,0.1627907007932663,90,1,0,4,4,2,2,1,13,1,0,1,1,0,0,1,1,0,WhatsApp,0,head of household,1,1,1,2,10,1,Owned,1,1,1,2,3,-0.06621140241622925,Earnings from trade,2,0,1,0.5258958465495415,0.6459654526106634,2,0,3006,Secondary/Matric,0,0,250,250,0
2787,21,0,0,50,4,about the same as today,300,0.1627907007932663,70,1,4,4,4,2,2,10,11,1,0,1,0,0,1,1,1,1,WhatsApp,0,head of household,0,1,1,1,12,1,Rented,1,0,1,1,2,0.685176432132721,Private job with a salary,3,0,1,0.5258958465495415,0.6459654526106634,1,0,6018,Intermediate,0,0,250,280,-30
2701,32,0,0,50,5,about the same as today,295,0.1434108465909958,100,1,0,4,4,2,2,8.5,8,1,0,1,1,0,0,2,0,2,WhatsApp,0,head of household,1,1,1,4,10,4,Owned someone else,0,0,2,8,6,-1.5689871311187744,Earnings from trade,2,0,1,-0.4127283858996401,-0.32880223488740973,1,0,2008,Secondary/Matric,1,0,50,50,0
2656,45,0,0,50,1,about the same as today,300,0.2687225043773651,100,0,2,1,1,1,2,9.5,9,0,0,1,0,0,0,1,0,0,WhatsApp,0,head of household,1,1,1,1,3,1,Owned someone else,1,0,1,2,2,-0.06621140241622925,Other,4,0,1,-0.4127283858996401,-0.32880223488740973,0,0,2005,Primary (1-5),1,0,50,50,0
2291,38,0,0,40,4,about the same as today,250,0.05726873502135277,70,1,1,2,4,2,4,9,2,1,0,0,0,0,0,1,0,0,WhatsApp,0,head of household,0,1,1,4,0,5,Owned,1,0,2,3,5,-0.06621140241622925,Daily labour,3,0,1,-0.4127283858996401,0.6459654526106634,1,0,6005,No formal education,0,0,300,325,-25
2550,36,0,0,50,4,better than today,300,0.1627907007932663,85,0,4,4,4,1,1,2,15,1,0,0,0,1,0,1,0,2,WhatsApp,0,head of household,0,1,1,1,3,1,Owned,1,0,0,1,3,-0.8175992965698242,Private job with a salary,3,0,1,-1.3513526183488216,0.6459654526106634,1,0,5017,Primary (1-5),0,0,250,290,-40
2621,45,0,0,50,4,about the same as today,295,0.1434108465909958,90,0,0,2,2,1,1,9,8,0,0,1,1,0,0,1,0,0,WhatsApp,0,head of household,0,1,0,3,10,1,Owned someone else,1,0,1,2,2,-0.06621140241622925,Daily labour,3,0,1,-0.4127283858996401,-0.32880223488740973,1,0,2010,Secondary/Matric,1,0,250,250,0
3496,50,0,1,50,4,worse than today,300,0.2687225043773651,90,0,0,2,1,2,2,10,10,1,0,0,0,0,0,1,0,0,WhatsApp,0,head of household,0,1,0,3,0,1,Owned,1,0,1,2,5,0.685176432132721,Daily labour,3,0,1,-2.2899768507980034,-1.303569922385483,1,0,3002,No formal education,1,0,300,300,0
2450,22,0,0,50,4,better than today,285,0.10465116053819656,90,0,3,1,2,2,1,10,8.5,1,0,0,0,0,0,1,1,0,WhatsApp,0,head of household,0,1,0,3,9,1,Owned,1,0,2,2,2,-0.8175992965698242,Private job with self-employment,3,0,1,-0.4127283858996401,-0.32880223488740973,2,0,1012,Secondary/Matric,1,0,100,100,0
2775,40,0,0,50,5,about the same as today,296,0.1472868174314499,100,1,3,4,2,4,2,11.5,9,0,0,1,1,1,0,2,0,1,Facebook,0,head of household,0,1,1,3,16,1,Owned,0,0,1,2,3,-0.8175992965698242,Private job with self-employment,2,0,1,-0.4127283858996401,-0.32880223488740973,2,1,2012,University,1,0,200,200,0
2748,32,0,0,40,4,worse than today,315,1.563580870628357,80,0,1,1,2,2,2,11,14,1,0,0,0,0,1,1,1,0,WhatsApp,0,son of household head,1,1,1,4,8,2,Owned,1,0,1,2,4,1.436564326286316,Daily labour,3,0,1,1.464520078998723,0.6459654526106634,2,0,4022,Middle (6-8),0,0,250,330,-80
3059,31,0,1,40,4,worse than today,300,0.1627907007932663,70,0,2,2,2,2,2,10,10.5,1,1,0,0,0,0,1,0,0,WhatsApp,0,head of household,1,1,1,2,0,2,Owned,1,0,2,3,5,-0.8175992965698242,Daily labour,3,0,1,-0.4127283858996401,-0.32880223488740973,1,1,3013,No formal education,1,0,300,300,0
2571,44,0,0,50,4,about the same as today,280,0.08527132123708725,80,0,1,1,2,1,2,3,14,1,1,1,0,0,1,1,1,1,WhatsApp,1,head of household,0,1,1,3,6,1,Owned,1,0,0,2,3,-0.8175992965698242,Earnings from trade,3,0,1,-0.4127283858996401,-1.303569922385483,2,0,4011,Middle (6-8),1,0,250,300,-50
2224,40,0,0,50,4,worse than today,285,0.20528636872768402,85,0,3,2,2,1,1,1.5,14.5,1,0,0,0,0,0,1,1,2,WhatsApp,0,son of household head,1,2,1,2,8,1,Owned,1,0,0,1,3,-0.06621140241622925,Daily labour,3,0,1,1.464520078998723,0.6459654526106634,2,1,5006,Middle (6-8),0,0,210,275,-65
2948,32,0,0,50,1,about the same as today,295,0.1434108465909958,100,0,0,1,1,1,1,11,9,0,0,0,0,0,0,1,0,0,WhatsApp,0,head of household,1,2,1,5,10,2,Owned,0,0,1,4,4,-0.8175992965698242,Daily labour,2,0,1,-0.4127283858996401,-0.32880223488740973,1,1,2014,Secondary/Matric,1,0,100,100,0
2203,37,0,0,30,4,worse than today,301,0.27295157313346863,90,1,2,2,2,1,1,1,14,1,0,0,0,1,0,1,1,2,WhatsApp,0,head of household,0,1,1,2,8,1,Owned,1,0,1,2,3,-0.06621140241622925,Daily labour,3,0,1,-0.4127283858996401,0.6459654526106634,2,1,5007,Middle (6-8),0,0,220,260,-40
2806,25,0,1,0,4,about the same as today,287,0.11240310221910477,95,1,5,2,4,1,2,2.5,12,1,1,1,0,1,0,2,1,3,WhatsApp,0,son of household head,0,1,0,3,16,2,Owned,1,0,1,2,3,-0.06621140241622925,Private job with a salary,3,0,1,2.4031443114479045,2.5955008276068097,2,0,5013,University,0,0,280,310,-30
2499,24,0,0,40,2,worse than today,290,1.3601220846176147,85,0,3,2,1,1,1,4.5,12.5,1,0,0,0,0,1,1,1,2,WhatsApp,0,son of household head,0,1,0,3,2,3,Rented,1,0,1,3,3,-0.06621140241622925,Private job with a salary,3,0,1,1.464520078998723,0.6459654526106634,1,0,5021,Primary (1-5),0,0,270,310,-40
2774,42,0,0,50,4,about the same as today,290,1.3601220846176147,90,0,4,2,2,2,2,10.5,10,1,0,0,0,0,0,2,1,0,WhatsApp,0,head of household,1,1,0,3,10,1,Owned,1,0,2,3,4,-0.8175992965698242,Earnings from trade,4,0,1,-0.4127283858996401,-0.32880223488740973,1,0,1019,Secondary/Matric,1,0,300,300,0
2694,74,0,1,50,5,about the same as today,307,1.509536623954773,80,1,1,2,2,4,4,2,12,1,0,1,0,0,1,1,1,0,WhatsApp,0,head of household,0,1,1,4,0,3,Owned,1,0,2,2,5,-0.8175992965698242,Earnings from trade,3,0,1,-0.4127283858996401,0.6459654526106634,2,0,4031,No formal education,0,0,150,200,-50
3059,26,0,0,20,5,worse than today,290,0.12403100728988647,90,0,3,2,1,2,2,2,12,1,0,1,0,0,0,1,1,1,Facebook,0,head of household,1,2,1,1,12,1,Owned,1,1,1,2,3,1.436564326286316,Current government job,1,0,1,0.5258958465495415,0.6459654526106634,2,1,3014,Intermediate,0,0,200,200,0
3166,43,0,0,50,1,about the same as today,295,1.4008138179779053,80,0,0,1,1,1,1,11.666666030883789,9.333333015441895,0,0,1,0,0,0,1,0,0,WhatsApp,0,head of household,0,1,1,2,0,2,Owned,0,0,1,4,3,-0.8175992965698242,Earnings from trade,4,0,1,-0.4127283858996401,-0.32880223488740973,0,1,2017,No formal education,1,0,50,50,0
2945,33,0,0,50,1,about the same as today,250,0.03100775182247162,50,0,0,1,1,1,1,11.5,9,0,0,0,0,1,0,1,0,0,WhatsApp,0,head of household,1,1,1,3,10,1,Owned,0,0,1,2,3,-0.8175992965698242,Daily labour,3,0,1,-0.4127283858996401,-0.32880223488740973,1,1,2013,Secondary/Matric,1,0,100,100,0
2645,24,0,0,30,4,better than today,280,1.2787384986877441,70,1,2,5,4,2,2,10,13,1,0,1,1,0,0,1,0,1,WhatsApp,0,son of household head,0,1,0,3,10,2,Rented,1,0,1,2,2,-0.06621140241622925,Daily labour,3,0,1,0.5258958465495415,0.6459654526106634,1,1,6022,Secondary/Matric,0,0,300,350,-50
2776,39,0,0,50,2,about the same as today,310,1.5228891372680664,80,0,7,2,2,1,1,10.5,9.5,1,0,0,0,1,0,2,1,0,WhatsApp,0,head of household,1,0,0,3,5,1,Owned,0,0,1,1,1,0.685176432132721,Private job with a salary,3,0,1,-0.4127283858996401,-0.32880223488740973,1,0,1018,Primary (1-5),1,0,250,250,0
2634,52,0,0,40,4,worse than today,295,0.1434108465909958,90,0,3,4,1,2,2,6,13,1,1,0,0,0,1,1,1,0,WhatsApp,0,head of household,0,1,1,1,8,1,Owned,1,0,1,2,4,-0.8175992965698242,Earnings from trade,3,0,1,0.5258958465495415,0.6459654526106634,1,1,4012,Middle (6-8),0,0,320,350,-30
3186,25,0,0,60,5,worse than today,295,1.4008138179779053,99,1,3,2,4,2,2,0.5,10.5,1,0,0,0,0,0,1,0,1,Facebook,1,head of household,0,1,1,3,16,2,Owned,1,1,1,3,3,2.1879522800445557,Private job with a salary,2,0,1,-0.4127283858996401,-1.303569922385483,3,1,3019,University,1,0,300,300,0
2480,35,0,1,50,4,about the same as today,287,1.3357070684432983,80,0,2,2,2,1,2,4.5,12,1,1,0,0,1,0,1,0,1,WhatsApp,0,son of household head,1,2,1,5,5,2,Owned,1,0,1,2,3,-0.06621140241622925,Daily labour,3,0,1,0.5258958465495415,0.6459654526106634,1,1,5022,Primary (1-5),0,0,210,260,-50
2856,35,0,0,40,4,about the same as today,303,1.4768390655517578,80,0,2,2,2,2,2,13,15,1,1,0,0,0,0,1,1,0,WhatsApp,0,son of household head,0,1,1,1,12,2,Owned,1,0,1,2,3,-0.8175992965698242,Earnings from trade,4,0,1,0.5258958465495415,0.6459654526106634,1,0,6032,Intermediate,0,0,260,285,-25
3346,33,0,1,50,4,about the same as today,300,1.4415055513381958,95,0,1,2,2,2,2,1,10.5,0,1,0,0,0,0,1,1,0,WhatsApp,0,head of household,0,1,1,3,10,2,Owned,1,1,2,3,4,-0.06621140241622925,Current government job,2,0,1,0.5258958465495415,-0.32880223488740973,2,1,3024,Secondary/Matric,0,0,300,300,0
2780,45,0,0,40,2,better than today,290,1.3601220846176147,85,0,6,2,2,2,2,9.5,8.5,1,0,0,1,1,0,3,1,0,WhatsApp,0,head of household,0,1,1,2,12,1,Owned,1,0,1,2,2,0.685176432132721,Daily labour,2,0,1,-0.4127283858996401,-0.32880223488740973,1,0,1016,Intermediate,1,0,200,200,0
2446,40,0,0,50,4,better than today,289,0.22220267355442047,90,0,2,2,2,2,1,2,13.5,1,0,1,0,0,0,1,0,0,WhatsApp,0,head of household,0,1,0,3,2,1,Owned,1,0,1,2,3,-0.06621140241622925,Daily labour,3,0,1,-1.3513526183488216,0.6459654526106634,2,0,5009,Primary (1-5),0,0,180,210,-30
3357,30,0,0,50,4,about the same as today,300,1.4415055513381958,100,0,0,2,1,1,1,8.166666984558105,8.333333969116211,0,0,1,1,0,0,2,0,0,WhatsApp,0,head of household,0,1,1,2,5,1,Owned,1,0,1,3,2,-0.06621140241622925,Daily labour,4,0,1,-0.4127283858996401,-0.32880223488740973,1,1,2020,Primary (1-5),1,0,200,200,0
3545,40,0,0,50,4,about the same as today,298,1.4252288341522217,100,0,2,1,1,1,1,11.5,8,0,0,0,0,1,0,1,0,0,WhatsApp,0,Other,0,1,1,2,18,1,Owned,0,0,1,2,3,-0.8175992965698242,Earnings from trade,3,0,1,-0.4127283858996401,-0.32880223488740973,1,1,2024,Postgraduate,1,0,300,300,0
3063,55,0,0,40,4,about the same as today,260,0.007751937955617905,80,1,1,2,2,2,2,2,12,1,0,0,0,0,0,1,0,0,WhatsApp,0,head of household,0,1,1,3,8,2,Owned,1,0,2,3,4,-0.06621140241622925,Earnings from trade,3,0,1,-1.3513526183488216,-0.32880223488740973,2,0,3011,Middle (6-8),0,0,200,200,0
2520,45,0,0,50,2,about the same as today,290,1.3705720901489258,90,0,2,1,1,2,1,1,15,1,0,1,0,0,1,1,1,2,WhatsApp,0,Other,0,1,1,2,8,1,Owned,1,0,1,2,2,-0.06621140241622925,Private job with a salary,3,0,1,0.5258958465495415,0.6459654526106634,1,1,5031,Middle (6-8),0,0,210,250,-40
3544,45,0,0,50,4,worse than today,295,1.4008138179779053,100,0,2,2,2,1,1,12,9,0,0,1,0,0,0,1,0,0,WhatsApp,0,head of household,0,1,1,1,16,1,Owned,0,0,1,2,3,-0.8175992965698242,Current government job,3,0,1,-0.4127283858996401,-0.32880223488740973,0,0,2023,University,1,0,100,100,0
2614,70,0,0,30,5,about the same as today,300,1.4415055513381958,90,1,1,5,5,2,2,4,9,1,1,1,0,0,0,1,1,0,WhatsApp,0,head of household,1,1,1,6,12,3,Owned,1,0,1,2,3,-0.06621140241622925,Earnings from trade,3,0,1,1.464520078998723,0.6459654526106634,2,0,6021,Intermediate,0,0,300,335,-35
2836,24,0,0,40,4,about the same as today,295,1.4114439487457275,70,1,1,4,2,2,2,10,11,1,0,0,0,0,1,1,1,1,Facebook,0,son of household head,0,1,1,1,5,2,Owned,1,0,2,3,3,-0.8175992965698242,Daily labour,4,0,1,0.5258958465495415,1.6207331401087366,1,0,6031,Primary (1-5),0,0,265,280,-15
2840,28,0,0,50,4,about the same as today,300,0.1627907007932663,90,0,0,1,1,1,1,12.5,9,0,0,1,1,0,0,1,0,0,WhatsApp,0,head of household,1,1,0,3,8,2,Owned,0,0,1,3,4,-0.8175992965698242,Private job with a salary,3,0,1,-0.4127283858996401,-0.32880223488740973,1,1,2011,Middle (6-8),1,0,150,150,0
2490,35,0,0,40,4,about the same as today,290,1.3705720901489258,70,1,2,2,2,2,2,13,11,1,0,1,1,0,0,1,1,1,WhatsApp,0,head of household,0,1,1,1,8,1,Owned,1,0,1,1,2,1.436564326286316,Daily labour,3,0,1,0.5258958465495415,0.6459654526106634,1,0,6038,Middle (6-8),0,0,175,205,-30
2689,28,0,0,50,5,better than today,290,1.3705720901489258,90,1,1,2,2,2,2,12,12,1,0,0,0,0,0,1,1,1,WhatsApp,0,son of household head,1,1,0,3,12,3,Owned,1,0,2,4,3,-0.06621140241622925,Private job with a salary,3,0,1,1.464520078998723,0.6459654526106634,1,0,6033,Intermediate,0,0,180,210,-30
2651,31,0,0,40,5,better than today,295,1.4114439487457275,90,0,0,1,2,2,2,12,14,1,1,0,0,0,0,1,1,0,WhatsApp,0,head of household,0,1,1,2,10,1,Owned,1,0,0,2,4,0.685176432132721,Daily labour,3,0,1,1.464520078998723,0.6459654526106634,2,0,4032,Secondary/Matric,0,0,250,280,-30
2505,70,0,0,50,4,better than today,300,1.4415055513381958,90,1,4,4,2,2,1,5.5,6.5,1,0,1,0,0,1,1,1,0,WhatsApp,0,head of household,1,1,0,3,8,1,Owned,1,0,0,1,2,-0.06621140241622925,Other,3,0,1,-0.4127283858996401,0.6459654526106634,2,0,5023,Middle (6-8),0,0,180,210,-30
3313,38,0,0,50,4,worse than today,300,1.4523159265518188,100,1,3,4,4,1,2,10.5,7,0,0,0,0,0,0,0,1,0,WhatsApp,0,head of household,0,1,0,3,10,1,Owned,0,0,1,2,4,-0.06621140241622925,Earnings from trade,3,0,1,-0.4127283858996401,-0.32880223488740973,1,0,2028,Secondary/Matric,1,0,330,330,0
2676,45,0,0,50,5,worse than today,305,1.4931879043579102,70,0,1,2,1,2,2,1,12,1,0,0,0,0,1,1,1,0,WhatsApp,0,head of household,0,1,0,3,12,1,Owned,0,0,1,2,4,-0.8175992965698242,Earnings from trade,3,0,1,0.5258958465495415,-2.278337609883556,3,1,4037,Intermediate,1,0,250,300,-50
2565,38,0,0,40,5,about the same as today,298,1.4359670877456665,80,1,2,2,2,2,2,10,9,1,0,1,1,0,0,1,1,1,WhatsApp,0,head of household,0,1,1,2,12,1,Owned,1,0,1,2,3,-0.06621140241622925,Earnings from trade,3,0,1,0.5258958465495415,0.6459654526106634,1,0,6040,Intermediate,0,0,210,310,-100
2599,26,0,0,50,4,about the same as today,300,1.4415055513381958,50,1,2,4,2,2,2,10,14,1,0,1,0,0,1,1,1,0,WhatsApp,0,son of household head,0,1,1,1,1,1,Owned,1,0,1,1,2,-0.06621140241622925,Daily labour,4,0,1,0.5258958465495415,0.6459654526106634,1,1,6023,Primary (1-5),0,0,170,195,-25
3313,45,0,0,50,4,worse than today,295,1.4114439487457275,100,1,2,4,4,1,1,11.166666984558105,9.333333969116211,0,0,1,1,0,0,2,0,0,WhatsApp,0,head of household,0,1,0,3,12,1,Owned,0,0,1,2,3,-1.5689871311187744,Current government job,3,0,1,-0.4127283858996401,-0.32880223488740973,1,0,2027,Intermediate,1,0,250,250,0
2727,38,0,0,50,5,better than today,275,1.2479562759399414,100,0,4,2,1,2,2,11,13,1,0,1,1,0,0,1,1,1,WhatsApp,1,son of household head,1,1,1,4,10,2,Owned,1,0,0,1,3,0.685176432132721,Earnings from trade,3,0,1,0.5258958465495415,-1.303569922385483,2,0,4035,Secondary/Matric,1,0,150,200,-50
2530,29,0,0,50,4,better than today,290,0.12403100728988647,95,0,4,1,4,1,2,12,11,1,0,1,0,1,0,1,1,0,WhatsApp,0,head of household,0,1,0,3,10,2,Owned,1,0,1,2,2,-0.8175992965698242,Private job with self-employment,3,0,1,-0.4127283858996401,0.6459654526106634,2,0,1011,Secondary/Matric,0,0,250,250,0
2883,42,0,0,50,4,worse than today,270,1.20708429813385,70,1,2,4,2,2,2,1.5,10,1,0,1,0,0,0,1,1,1,Facebook,0,head of household,0,1,1,3,18,1,Owned,1,1,1,2,3,2.1879522800445557,Current government job,2,0,1,-1.3513526183488216,-0.32880223488740973,2,0,3026,Postgraduate,1,0,250,250,0
