duration_baseline,s2_q3_baseline,s3_q6_7_baseline,s3_q6_9_baseline,s3_q23_baseline,s3_q1_baseline,s6_q6_baseline,s6f_q3_baseline,forecast_ability_baseline,s6f_q4_baseline,air_worry_baseline,s7_q10_baseline,s7_q12_baseline,s7_q13_baseline,s7_q14_baseline,s7_q16_baseline,outside_total_hrs_baseline,work_total_hrs_baseline,s7_q33_baseline,s9_q4_3_1_baseline,main_news_Geo_baseline,s9_q5_3_7_baseline,s9_q5_3_12_baseline,s9_q5_3_0_baseline,s9_q5_field_count_baseline,s9_q5_4_1_baseline,s9_q7_field_count_baseline,s9_q7_1_1_baseline,s9_q7_3_1_baseline,dem_q1_baseline,dem_q3_baseline,dem_q4_baseline,dem_q5_baseline,dem_q6_baseline,yrs_educ_formal_baseline,dem_q8_baseline,dem_q9_baseline,dem_q14_baseline,dem_q22_baseline,dem_q24_baseline,dem_q25_baseline,dem_q30_baseline,asset_index_baseline,dem_q31_baseline,dem_q32_baseline,tehsil_n_baseline,epd_treatment_baseline,s3_q11v12_baseline_r_std,s3_q15v16_baseline_r_std,num_sources_known_baseline,high_error,hhid,dem_q7_baseline,pref_baseline,pref_endline,wtp_paqi,wtp_epd,wtp_dif
2713,45,0,0,50,4,about the same as today,285,0.10465116053819656,80,1,2,4,4,2,2,12,13,1,0,1,0,0,1,1,1,0,WhatsApp,0,head of household,0,1,1,1,0,2,Rented,1,0,1,2,2,-0.8175992965698242,Daily labour,4,0,0,0.5258958465495415,-0.32880223488740973,1,0,6014,Other,0,1,280,220,60
2752,35,0,0,50,4,worse than today,270,0.04651162773370743,80,0,2,1,2,2,1,11,14,1,1,0,0,0,1,1,1,0,WhatsApp,0,head of household,0,1,1,3,5,1,Owned,0,0,1,2,5,-1.5689871311187744,Daily labour,3,0,0,-2.2899768507980034,-1.303569922385483,1,0,4015,Primary (1-5),1,1,250,230,20
2630,30,0,0,50,4,about the same as today,300,0.1627907007932663,100,0,2,1,2,1,1,4,14,1,1,0,0,0,1,1,1,1,WhatsApp,1,son of household head,1,2,1,3,8,3,Owned,1,0,1,3,6,-0.06621140241622925,Earnings from trade,3,0,0,0.5258958465495415,-0.32880223488740973,3,0,4016,Middle (6-8),0,1,300,250,50
4263,46,0,0,50,4,about the same as today,295,0.24757711589336395,90,0,4,2,1,1,2,9,8,1,0,0,0,0,0,1,0,0,WhatsApp,0,head of household,0,1,0,2,8,1,Owned,1,0,1,2,2,-1.5689871311187744,Private job with self-employment,4,0,0,-0.4127283858996401,-0.32880223488740973,1,0,1002,Middle (6-8),1,1,250,250,0
2840,34,0,0,30,5,about the same as today,290,0.12403100728988647,80,1,3,2,4,1,2,7,13,1,0,0,0,0,0,1,0,1,WhatsApp,0,Other,1,1,1,3,18,3,Owned,1,0,1,2,3,-0.06621140241622925,Private job with a salary,3,0,0,1.464520078998723,2.5955008276068097,1,0,6017,Postgraduate,0,1,295,250,45
3241,27,0,0,50,1,better than today,295,0.24757711589336395,70,0,2,1,1,1,1,8.5,7.5,0,0,0,1,0,0,2,0,1,Facebook,0,head of household,1,1,1,6,8,2,Owned someone else,0,0,1,3,5,-0.8175992965698242,Daily labour,3,0,0,-0.4127283858996401,-0.32880223488740973,1,0,2002,Middle (6-8),1,1,150,150,0
3171,40,0,0,50,4,worse than today,310,0.20155039429664612,80,1,3,2,2,2,2,1,11,1,0,1,0,0,0,1,0,0,WhatsApp,0,head of household,0,1,1,1,8,2,Owned,1,0,1,3,3,-0.06621140241622925,Earnings from trade,3,0,0,0.5258958465495415,0.6459654526106634,2,0,3010,Middle (6-8),0,1,200,200,0
4253,20,0,0,50,4,better than today,300,0.2687225043773651,98,1,0,1,2,2,1,11.5,11,1,0,0,0,0,0,2,0,1,Facebook,0,head of household,0,1,0,2,12,3,Owned,1,0,1,3,4,-0.8175992965698242,Private job with a salary,3,0,0,-0.4127283858996401,0.6459654526106634,2,0,1004,Intermediate,0,1,200,200,0
3433,40,0,0,50,4,about the same as today,270,0.14185024797916412,80,1,2,2,4,1,2,1,12,1,1,0,0,0,0,1,1,0,WhatsApp,0,head of household,0,1,0,2,8,2,Owned,1,1,1,1,3,1.436564326286316,Private job with a salary,2,0,0,1.464520078998723,-0.32880223488740973,1,0,3003,Middle (6-8),1,1,250,250,0
2893,40,0,0,50,4,about the same as today,310,0.20155039429664612,90,0,5,2,2,1,2,12,16,1,1,0,0,0,1,1,1,0,WhatsApp,0,head of household,0,1,1,2,10,1,Owned,1,0,1,2,4,-0.06621140241622925,Earnings from trade,4,0,0,-0.4127283858996401,0.6459654526106634,3,0,4019,Secondary/Matric,1,1,320,280,40
2799,23,0,0,40,4,about the same as today,280,0.08527132123708725,80,1,3,4,5,1,1,12,13,1,0,1,0,1,0,1,1,1,WhatsApp,0,son of household head,1,1,1,5,12,2,Owned,1,0,1,2,2,0.685176432132721,Private job with a salary,3,0,0,0.5258958465495415,0.6459654526106634,1,0,6019,Intermediate,0,1,300,275,25
2539,19,0,0,0,4,about the same as today,285,0.10465116053819656,70,1,3,2,2,1,2,2.5,13,1,0,1,0,0,1,1,1,2,WhatsApp,0,head of household,0,1,1,1,8,2,Owned,1,0,0,2,4,-0.8175992965698242,Private job with a salary,3,0,0,1.464520078998723,0.6459654526106634,2,0,5014,Middle (6-8),0,1,290,250,40
3090,42,0,0,50,4,about the same as today,320,0.24031007289886475,50,0,4,2,1,1,1,1,11,1,0,1,1,0,0,2,0,0,WhatsApp,0,head of household,0,1,0,2,0,1,Owned,1,0,1,2,3,-0.06621140241622925,Earnings from trade,2,0,0,0.5258958465495415,0.6459654526106634,0,0,3008,No formal education,0,1,200,200,0
2469,43,0,0,50,4,about the same as today,280,0.08527132123708725,80,1,3,2,2,2,2,11,8.5,1,0,1,0,0,1,1,1,0,WhatsApp,0,head of household,0,1,0,2,12,3,Owned,1,0,2,3,3,-0.8175992965698242,Earnings from trade,3,0,0,0.5258958465495415,-1.303569922385483,1,0,1007,Intermediate,1,1,320,320,0
2325,23,0,0,50,4,about the same as today,300,0.2687225043773651,80,1,3,4,4,2,4,0,13,1,1,1,1,0,0,1,1,1,Facebook,0,head of household,0,1,0,2,12,2,Rented,1,0,2,2,2,-0.8175992965698242,Earnings from trade,3,0,0,0.5258958465495415,0.6459654526106634,1,0,6006,Intermediate,0,1,305,285,20
2583,23,0,1,60,4,better than today,295,0.24757711589336395,90,0,0,2,2,2,1,14.5,14.5,1,1,1,1,0,0,1,1,1,WhatsApp,1,head of household,0,1,1,1,16,2,Owned,1,0,1,2,4,-0.06621140241622925,Earnings from trade,2,0,0,-2.2899768507980034,-1.303569922385483,3,0,4004,University,1,1,380,330,50
2622,25,0,0,30,4,about the same as today,290,0.226431742310524,90,0,1,2,2,2,2,10,13,1,1,0,0,0,0,1,1,1,WhatsApp,1,son of household head,1,2,1,2,10,3,Owned,1,0,1,1,6,0.685176432132721,Earnings from trade,3,0,0,0.5258958465495415,-0.32880223488740973,2,0,4006,Secondary/Matric,1,1,220,180,40
2501,45,0,0,50,4,better than today,295,0.1434108465909958,95,0,5,2,2,2,1,1,0,1,0,0,0,0,1,1,1,0,WhatsApp,0,head of household,0,1,0,2,9,1,Rented,0,0,1,2,2,-0.8175992965698242,Private job with self-employment,3,0,0,-0.4127283858996401,-0.32880223488740973,1,0,1010,Secondary/Matric,1,1,250,250,0
3261,40,0,0,50,4,better than today,290,0.226431742310524,100,0,1,2,2,1,1,8,6,0,0,1,0,0,1,1,1,1,WhatsApp,0,head of household,0,1,1,4,10,2,Owned,0,0,1,4,4,-1.5689871311187744,Earnings from trade,4,0,0,-0.4127283858996401,-0.32880223488740973,1,0,2004,Secondary/Matric,1,1,300,300,0
4259,25,0,0,50,4,better than today,300,0.2687225043773651,90,1,0,2,2,2,2,10,9.5,1,0,0,1,0,0,1,0,1,Facebook,0,head of household,0,1,0,2,12,1,Owned,0,0,1,2,2,-2.3203749656677246,Private job with a salary,5,0,0,-2.2899768507980034,-0.32880223488740973,2,0,1003,Intermediate,1,1,200,200,0
2484,45,0,1,50,4,worse than today,280,0.18414099514484406,80,0,1,2,2,2,1,10.5,13.5,1,1,0,0,0,1,1,1,0,WhatsApp,0,head of household,0,1,1,3,0,1,Rented,1,0,1,2,3,0.685176432132721,Daily labour,3,0,0,0.5258958465495415,-0.32880223488740973,2,0,4007,No formal education,0,1,280,250,30
2614,52,0,0,50,2,worse than today,305,0.2898678779602051,100,0,0,4,2,2,1,2,11,1,1,0,0,0,0,1,1,1,WhatsApp,1,head of household,0,1,1,1,10,1,Owned,1,0,1,2,4,-0.8175992965698242,Earnings from trade,3,0,0,-0.4127283858996401,1.6207331401087366,2,0,4008,Secondary/Matric,1,1,300,250,50
2249,45,0,0,40,4,about the same as today,290,0.226431742310524,90,0,3,2,2,2,1,0,14,1,0,1,0,0,0,1,0,0,WhatsApp,0,son of household head,1,1,0,2,2,1,Owned,1,0,0,1,2,-0.06621140241622925,Earnings from trade,3,0,0,-1.3513526183488216,0.6459654526106634,1,0,5005,Primary (1-5),0,1,300,260,40
2926,32,0,0,30,4,better than today,265,0.027131782844662666,60,0,1,1,2,2,2,12,14,1,0,1,0,0,0,1,1,1,WhatsApp,1,son of household head,1,1,1,2,5,2,Owned,1,0,1,1,4,0.685176432132721,Earnings from trade,3,0,0,-1.3513526183488216,-0.32880223488740973,2,0,4020,Primary (1-5),1,1,250,200,50
2291,40,0,0,50,4,about the same as today,280,0.18414099514484406,80,0,4,2,2,1,1,3,13,1,0,1,1,0,0,1,1,0,WhatsApp,0,head of household,0,1,1,2,3,1,Owned,1,0,1,2,3,-0.06621140241622925,Daily labour,3,0,0,0.5258958465495415,0.6459654526106634,2,0,5004,Primary (1-5),0,1,270,250,20
2506,30,0,0,50,4,about the same as today,300,0.1627907007932663,90,0,0,1,2,1,1,9.5,7,1,0,0,0,0,1,1,1,0,WhatsApp,0,head of household,0,1,0,2,16,1,Owned,0,0,1,2,2,-0.8175992965698242,Private job with a salary,3,0,0,-0.4127283858996401,-0.32880223488740973,2,0,1009,University,1,1,150,150,0
3497,24,0,1,50,2,about the same as today,315,0.332158625125885,100,0,1,1,2,1,1,1,12,1,0,1,1,0,0,2,1,0,WhatsApp,0,head of household,0,1,0,2,0,2,Without rent,1,0,1,2,5,-0.06621140241622925,Daily labour,3,0,0,0.5258958465495415,0.6459654526106634,2,0,3004,No formal education,1,1,350,350,0
4268,43,0,0,50,5,about the same as today,296,0.25180619955062866,95,0,3,1,2,1,1,9,8.5,0,0,0,1,0,0,2,0,0,WhatsApp,0,head of household,0,1,0,2,16,2,Owned,1,0,1,2,2,-0.8175992965698242,Private job with self-employment,4,0,0,-1.3513526183488216,-0.32880223488740973,1,0,1001,University,0,1,350,350,0
2690,50,0,0,50,4,about the same as today,290,0.12403100728988647,70,1,3,4,4,2,2,11,15,1,0,0,0,1,0,1,0,0,WhatsApp,0,head of household,0,1,1,1,0,1,Owned,1,0,0,2,3,-1.5689871311187744,Daily labour,3,0,0,-0.4127283858996401,0.6459654526106634,1,0,6016,No formal education,0,1,345,230,115
2777,56,0,0,50,4,about the same as today,290,0.12403100728988647,80,1,2,4,5,1,4,10,13,1,0,0,0,0,0,1,1,0,WhatsApp,0,head of household,0,1,0,2,8,1,Owned,1,0,1,2,2,-0.06621140241622925,Earnings from trade,3,0,0,0.5258958465495415,-0.32880223488740973,1,1,6011,Middle (6-8),0,1,270,250,20
2780,19,0,0,20,4,about the same as today,301,0.1666666716337204,90,1,1,4,4,2,2,8,10,1,0,0,0,0,1,1,1,1,WhatsApp,0,son of household head,0,1,1,1,6,3,Rented,1,0,1,3,2,-0.8175992965698242,Daily labour,4,0,0,0.5258958465495415,0.6459654526106634,1,1,6013,Middle (6-8),0,1,300,285,15
2635,36,0,0,40,5,worse than today,290,0.226431742310524,90,1,3,4,4,1,4,12,7,1,1,0,0,0,0,1,1,1,WhatsApp,0,head of household,0,1,1,3,10,1,Owned,1,1,1,2,2,0.685176432132721,Earnings from trade,3,0,0,1.464520078998723,0.6459654526106634,1,0,6009,Secondary/Matric,0,1,322,290,32
2514,40,0,0,50,4,about the same as today,310,0.20155039429664612,96,0,2,2,2,1,1,10.5,8.5,1,0,1,0,1,0,1,1,0,WhatsApp,0,head of household,0,1,0,2,6,1,Rented,1,0,1,2,3,0.685176432132721,Private job with self-employment,4,0,0,-1.3513526183488216,-0.32880223488740973,2,0,1014,Middle (6-8),1,1,300,300,0
2464,26,0,0,50,4,about the same as today,295,1.4008138179779053,90,0,5,2,2,2,2,12,12,1,0,0,0,0,0,1,1,0,WhatsApp,0,head of household,1,1,1,5,9,2,Owned,1,0,1,1,1,0.685176432132721,Private job with self-employment,4,0,0,-0.4127283858996401,-0.32880223488740973,1,0,1023,Secondary/Matric,1,1,350,350,0
2439,36,0,0,50,4,better than today,285,1.3194303512573242,80,1,0,4,4,1,1,13,11.5,1,0,0,1,0,0,2,1,0,WhatsApp,0,head of household,1,1,1,2,16,1,Owned,1,0,1,1,1,1.436564326286316,Private job with self-employment,4,0,0,-1.3513526183488216,-0.32880223488740973,5,0,1024,University,1,1,300,300,0
2618,47,0,0,50,5,better than today,280,0.18414099514484406,75,1,2,4,2,1,1,12,13,1,1,0,0,0,1,1,1,0,WhatsApp,0,head of household,0,1,1,1,5,1,Owned,1,0,1,2,3,-0.8175992965698242,Daily labour,3,0,0,0.5258958465495415,-1.303569922385483,2,0,4010,Primary (1-5),0,1,320,250,70
3165,50,1,0,50,4,about the same as today,270,1.197355031967163,80,0,2,4,4,4,1,1.5,10.5,1,0,1,1,0,0,1,0,0,WhatsApp,0,head of household,0,1,0,2,10,1,Owned,1,0,1,2,3,-0.06621140241622925,Daily labour,3,0,0,-0.4127283858996401,-0.32880223488740973,2,0,3016,Secondary/Matric,0,1,250,250,0
3226,35,0,0,50,1,about the same as today,296,1.408952236175537,100,0,0,1,1,1,1,9.5,8,0,0,1,0,1,0,1,0,0,WhatsApp,0,head of household,0,1,1,3,0,1,Owned,0,0,1,2,3,-0.8175992965698242,Earnings from trade,4,0,0,-0.4127283858996401,-0.32880223488740973,0,0,2016,No formal education,1,1,100,100,0
2428,45,0,0,50,2,about the same as today,270,1.197355031967163,70,0,5,2,2,2,1,14,13.5,1,0,0,0,0,0,1,1,0,WhatsApp,0,head of household,0,1,1,3,0,1,Owned,1,0,1,2,3,-0.06621140241622925,Earnings from trade,3,0,0,-0.4127283858996401,-0.32880223488740973,0,0,1025,No formal education,1,1,250,250,0
2752,32,0,0,40,4,worse than today,300,0.1627907007932663,70,1,1,4,4,2,1,9,11,1,0,1,0,0,0,1,0,0,WhatsApp,0,son of household head,1,1,1,2,12,1,Owned,1,0,1,2,4,-0.06621140241622925,Earnings from trade,3,0,0,0.5258958465495415,0.6459654526106634,1,1,6012,Intermediate,0,1,295,245,50
2509,45,0,0,50,1,about the same as today,300,0.1627907007932663,80,0,3,2,4,2,2,9.5,8,1,0,0,1,0,0,1,1,0,WhatsApp,0,head of household,0,1,0,2,6,1,Owned,1,0,1,2,1,0.685176432132721,Private job with self-employment,4,0,0,-0.4127283858996401,-0.32880223488740973,1,0,1015,Middle (6-8),1,1,250,250,0
2524,42,0,1,50,4,about the same as today,265,0.12070485949516296,60,0,2,2,2,1,2,11.5,12.5,1,1,1,0,0,1,1,1,0,WhatsApp,0,head of household,0,1,0,2,0,3,Owned,0,0,0,1,3,-0.8175992965698242,Daily labour,3,0,0,0.5258958465495415,-0.32880223488740973,2,1,4005,No formal education,1,1,250,220,30
2667,34,0,0,30,5,about the same as today,280,0.18414099514484406,70,1,1,4,4,2,4,11,4,1,0,0,0,0,1,1,1,0,WhatsApp,0,son of household head,1,1,1,4,8,1,Owned,0,0,1,1,2,-0.06621140241622925,Earnings from trade,3,0,0,0.5258958465495415,0.6459654526106634,1,1,6010,Middle (6-8),0,1,280,250,30
3546,40,0,0,50,1,about the same as today,300,1.4415055513381958,100,0,0,1,1,1,1,12.5,8,0,0,0,0,0,0,1,0,0,WhatsApp,0,head of household,0,1,1,4,0,1,Owned,0,0,0,2,3,-0.8175992965698242,Earnings from trade,5,0,0,-0.4127283858996401,-0.32880223488740973,0,1,2025,No formal education,1,0,300,300,0
3053,29,0,1,50,4,about the same as today,290,0.12403100728988647,95,0,2,2,1,1,1,1,10.5,1,1,0,0,0,0,1,1,1,Facebook,0,head of household,0,1,1,2,16,1,Owned,1,1,1,2,3,2.1879522800445557,Daily labour,2,0,0,-1.3513526183488216,0.6459654526106634,3,1,3012,University,0,1,200,200,0
2789,35,0,1,50,4,about the same as today,280,1.2787384986877441,60,0,4,2,2,1,1,11,13,1,0,1,0,0,0,1,1,1,Facebook,1,son of household head,1,1,1,1,0,1,Owned,1,0,2,2,6,-1.5689871311187744,Daily labour,3,0,0,-0.4127283858996401,0.6459654526106634,2,0,4023,No formal education,1,1,300,250,50
2746,42,0,0,50,5,better than today,300,0.1627907007932663,90,0,4,4,1,1,1,10,14,1,0,0,0,0,1,1,1,1,WhatsApp,1,head of household,0,1,1,3,10,1,Owned,1,0,0,1,4,-0.06621140241622925,Earnings from trade,3,0,0,0.5258958465495415,-0.32880223488740973,3,0,4014,Secondary/Matric,0,1,250,220,30
2679,42,0,0,50,4,about the same as today,310,1.534059762954712,90,0,3,2,2,2,1,11,14,1,0,0,0,0,0,1,1,0,WhatsApp,0,head of household,0,1,1,1,10,1,Owned,0,0,1,2,4,-0.06621140241622925,Earnings from trade,3,0,0,0.5258958465495415,-0.32880223488740973,2,0,4033,Secondary/Matric,1,1,330,300,30
3167,35,0,0,30,4,worse than today,310,1.5228891372680664,80,1,4,2,2,2,2,1.5,10,1,1,0,0,0,0,1,1,1,Facebook,1,head of household,0,1,1,3,12,1,Owned,1,1,1,2,3,2.1879522800445557,Current government job,2,0,0,-1.3513526183488216,-1.303569922385483,2,1,3017,Intermediate,1,1,300,300,0
2534,19,0,0,40,4,better than today,305,1.4931879043579102,85,0,4,2,2,1,1,4,14.5,1,0,0,0,0,0,1,0,1,WhatsApp,0,son of household head,0,1,0,2,10,1,Rented,1,0,1,2,3,0.685176432132721,Daily labour,4,0,0,0.5258958465495415,1.6207331401087366,2,0,5033,Secondary/Matric,0,1,240,200,40
2456,28,0,0,0,4,worse than today,290,0.226431742310524,85,1,3,2,2,1,2,3,15,1,0,0,1,1,0,3,1,1,WhatsApp,0,son of household head,1,1,1,3,8,1,Owned,1,0,1,2,3,-0.06621140241622925,Daily labour,3,0,0,2.4031443114479045,0.6459654526106634,2,0,5010,Middle (6-8),0,1,280,240,40
2633,50,0,0,60,4,about the same as today,285,0.10465116053819656,80,0,3,2,2,1,2,11,13,1,0,1,0,0,1,1,1,0,WhatsApp,0,head of household,0,1,1,2,0,1,Owned,1,0,1,1,3,1.436564326286316,Daily labour,3,0,0,-0.4127283858996401,0.6459654526106634,1,0,4009,No formal education,0,1,200,180,20
2777,67,0,0,30,1,better than today,295,1.4008138179779053,90,0,5,1,2,1,1,4,1,1,0,1,1,0,0,2,1,0,WhatsApp,0,head of household,1,1,1,4,16,1,Owned,1,0,2,3,3,1.436564326286316,Other,3,0,0,0.5258958465495415,-0.32880223488740973,1,0,1017,University,1,1,350,350,0
2672,38,0,0,50,5,better than today,295,1.4008138179779053,80,1,1,4,2,2,2,11,13,1,1,1,0,1,0,1,1,1,WhatsApp,0,head of household,0,1,1,2,10,1,Owned,1,0,1,2,2,-0.06621140241622925,Daily labour,3,0,0,0.5258958465495415,0.6459654526106634,1,0,6024,Secondary/Matric,0,1,355,315,40
2823,35,0,0,40,2,better than today,301,0.1666666716337204,90,0,4,2,2,2,2,12,14,1,0,0,0,0,0,2,1,2,WhatsApp,0,son of household head,1,1,1,4,8,1,Owned,1,0,1,2,4,-0.06621140241622925,Daily labour,3,0,0,1.464520078998723,0.6459654526106634,1,0,5012,Middle (6-8),0,1,290,250,40
3235,55,1,0,30,5,about the same as today,296,1.408952236175537,100,0,3,2,1,1,1,11,8,0,0,0,1,0,0,2,0,0,WhatsApp,0,head of household,0,1,1,1,5,2,Owned,0,0,1,3,3,-0.8175992965698242,Daily labour,4,0,0,0.5258958465495415,-0.32880223488740973,1,0,2018,Primary (1-5),1,1,100,100,0
2694,30,0,1,50,5,about the same as today,290,1.3705720901489258,90,0,2,1,2,1,1,12,16,1,1,0,0,1,0,1,1,1,WhatsApp,1,son of household head,1,1,1,4,0,1,Owned,1,0,1,2,5,-0.8175992965698242,Other,3,0,0,-0.4127283858996401,0.6459654526106634,2,0,4036,No formal education,0,1,220,200,20
2705,36,0,0,30,4,about the same as today,290,0.12403100728988647,80,0,3,1,2,1,1,13,15,1,0,0,1,0,0,2,1,2,WhatsApp,0,head of household,0,1,1,4,12,1,Owned,1,0,1,2,3,0.685176432132721,Daily labour,3,0,0,0.5258958465495415,0.6459654526106634,2,0,5011,Intermediate,0,1,180,150,30
2555,25,0,0,30,4,better than today,285,1.3297001123428345,75,1,3,4,4,1,2,13,15,1,0,1,0,0,1,1,1,2,WhatsApp,0,son of household head,0,1,1,2,10,1,Rented,1,0,1,2,3,-0.06621140241622925,Daily labour,3,0,0,0.5258958465495415,0.6459654526106634,2,0,5034,Secondary/Matric,0,1,260,240,20
3186,27,0,0,50,5,about the same as today,300,1.4415055513381958,100,1,1,2,2,4,1,0,9.5,1,0,0,0,0,0,1,1,1,Facebook,1,head of household,0,1,0,2,18,2,Rented,1,1,2,3,3,1.436564326286316,Private job with a salary,2,0,0,-0.4127283858996401,-1.303569922385483,3,0,3018,Postgraduate,1,0,300,300,0
2756,53,0,0,50,5,worse than today,305,0.7651313543319702,90,0,2,1,2,1,1,9,12,1,1,0,1,0,0,1,1,1,Facebook,1,head of household,0,1,1,1,18,4,Owned,1,0,2,3,5,-1.5689871311187744,Earnings from trade,2,0,0,1.464520078998723,0.6459654526106634,3,0,4044,Postgraduate,0,1,260,250,10
3338,55,0,0,50,4,worse than today,270,1.197355031967163,70,0,4,2,2,2,2,10.5,11,1,1,1,0,0,0,1,1,0,WhatsApp,0,head of household,0,1,1,2,8,2,Owned,1,1,2,3,4,-0.06621140241622925,Current government job,1,0,0,0.5258958465495415,-0.32880223488740973,1,0,3021,Middle (6-8),1,1,200,200,0
2694,25,0,0,50,5,better than today,295,0.7072582244873047,80,1,2,2,4,2,2,10,12,1,0,0,0,0,0,1,1,1,WhatsApp,0,son of household head,1,1,1,5,10,2,Owned,1,1,2,4,4,-0.06621140241622925,Earnings from trade,3,0,0,-0.4127283858996401,-0.32880223488740973,1,0,6047,Secondary/Matric,0,1,250,210,40
2655,40,0,0,20,4,better than today,280,1.2888281345367432,85,0,5,1,1,1,1,12,11,1,0,0,0,0,1,1,1,0,WhatsApp,0,head of household,0,1,0,2,10,3,Owned,0,0,1,1,2,-1.5689871311187744,Earnings from trade,4,0,0,-0.4127283858996401,-0.32880223488740973,1,0,1026,Secondary/Matric,1,1,300,300,0
